# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156665
3 0.00196877
4 0.000247963
5 3.10508e-05
6 3.87594e-06
7 4.78108e-07
8 6.02143e-08
9 7.5551e-09
10 9.52649e-10
11 1.17576e-10
