# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157216
3 0.001975
4 0.000247245
5 3.11034e-05
6 3.90915e-06
7 4.87982e-07
8 6.11335e-08
9 7.71028e-09
10 9.37074e-10
11 1.26819e-10
