# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157898
3 0.00198759
4 0.000246889
5 3.11085e-05
6 3.98947e-06
7 5.07243e-07
8 5.93613e-08
9 8.10517e-09
10 9.53924e-10
11 1.19926e-10
