# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157187
3 0.00197419
4 0.000249797
5 3.15067e-05
6 3.90066e-06
7 4.82043e-07
8 6.17124e-08
9 7.48133e-09
10 9.6464e-10
11 1.20946e-10
