# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156629
3 0.0019797
4 0.000251098
5 3.15557e-05
6 3.90443e-06
7 4.96463e-07
8 6.09505e-08
9 7.83394e-09
10 9.63494e-10
11 1.20536e-10
