# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158998
3 0.00198223
4 0.000248925
5 3.11789e-05
6 3.92389e-06
7 4.87486e-07
8 6.08045e-08
9 7.69691e-09
10 9.74839e-10
11 1.24723e-10
