# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157535
3 0.0019924
4 0.000249405
5 3.14355e-05
6 3.89959e-06
7 4.99079e-07
8 6.23563e-08
9 7.65744e-09
10 9.58043e-10
11 1.25818e-10
