# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157426
3 0.00196759
4 0.000247811
5 3.10311e-05
6 3.83308e-06
7 4.80402e-07
8 6.11767e-08
9 7.60653e-09
10 9.39601e-10
11 1.20734e-10
