# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0155819
3 0.00196828
4 0.000243848
5 3.04744e-05
6 3.81159e-06
7 4.83525e-07
8 6.0716e-08
9 7.56627e-09
10 9.90415e-10
11 1.15045e-10
