# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157206
3 0.00195984
4 0.000248608
5 3.11028e-05
6 3.89062e-06
7 4.87148e-07
8 5.97726e-08
9 7.88458e-09
10 9.43655e-10
11 1.23578e-10
