# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015792
3 0.00194765
4 0.000248684
5 3.07535e-05
6 3.86315e-06
7 4.70016e-07
8 6.09507e-08
9 7.58907e-09
10 9.50012e-10
11 1.20189e-10
