# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157108
3 0.00196936
4 0.000244694
5 3.08919e-05
6 3.85855e-06
7 4.73204e-07
8 5.99839e-08
9 7.45151e-09
10 9.50664e-10
11 1.16247e-10
