# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0155695
3 0.00196331
4 0.000246688
5 3.09421e-05
6 3.86114e-06
7 4.76131e-07
8 5.99556e-08
9 7.73746e-09
10 9.26268e-10
11 1.13304e-10
