# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158313
3 0.00199091
4 0.000250338
5 3.0503e-05
6 3.98173e-06
7 4.99592e-07
8 6.10943e-08
9 7.69038e-09
10 9.72772e-10
11 1.22341e-10
