# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157284
3 0.00196806
4 0.000247121
5 3.0271e-05
6 3.90025e-06
7 4.84469e-07
8 6.12907e-08
9 7.53513e-09
10 9.68181e-10
11 1.21688e-10
