# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156937
3 0.00196997
4 0.000248792
5 3.05816e-05
6 3.92326e-06
7 4.90951e-07
8 5.96194e-08
9 7.84342e-09
10 9.81596e-10
11 1.18495e-10
