# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157602
3 0.00196729
4 0.000246072
5 3.0751e-05
6 3.86065e-06
7 4.87887e-07
8 6.16025e-08
9 7.791e-09
10 9.57543e-10
11 1.22523e-10
