# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157093
3 0.00197289
4 0.00024727
5 3.08678e-05
6 3.91817e-06
7 4.85983e-07
8 6.09333e-08
9 7.56984e-09
10 9.68332e-10
11 1.16708e-10
