# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157718
3 0.00197278
4 0.000247842
5 3.09246e-05
6 3.89351e-06
7 4.85958e-07
8 6.0755e-08
9 7.90164e-09
10 9.43279e-10
11 1.23886e-10
