# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158451
3 0.00199265
4 0.000246812
5 3.14438e-05
6 3.90564e-06
7 4.87905e-07
8 6.12835e-08
9 8.02586e-09
10 9.74428e-10
11 1.19864e-10
