# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157131
3 0.0019723
4 0.000246132
5 3.06059e-05
6 3.83571e-06
7 4.87124e-07
8 5.84262e-08
9 7.61462e-09
10 9.72934e-10
11 1.22186e-10
