# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158685
3 0.00201735
4 0.000253
5 3.16098e-05
6 3.96827e-06
7 4.98969e-07
8 6.41981e-08
9 7.9421e-09
10 9.93869e-10
11 1.28573e-10
