# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015747
3 0.00198209
4 0.000245807
5 3.1178e-05
6 3.86596e-06
7 4.82261e-07
8 6.10802e-08
9 7.90781e-09
10 9.40848e-10
11 1.20228e-10
