# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157182
3 0.00195442
4 0.000245608
5 3.11295e-05
6 3.90286e-06
7 4.90657e-07
8 6.0231e-08
9 7.76037e-09
10 9.72036e-10
11 1.19449e-10
