# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157225
3 0.0019728
4 0.000248207
5 3.12453e-05
6 3.84987e-06
7 4.83681e-07
8 5.97204e-08
9 7.80454e-09
10 9.49415e-10
11 1.17755e-10
