# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156702
3 0.00196237
4 0.000246831
5 3.14421e-05
6 3.90792e-06
7 4.90554e-07
8 6.16293e-08
9 7.74345e-09
10 9.5738e-10
11 1.13107e-10
