# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157751
3 0.00197427
4 0.000247192
5 3.04803e-05
6 3.85554e-06
7 4.88667e-07
8 6.06218e-08
9 7.92886e-09
10 9.43326e-10
11 1.20098e-10
