# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157383
3 0.00195951
4 0.000244367
5 3.07857e-05
6 3.94022e-06
7 4.87344e-07
8 6.05134e-08
9 7.68248e-09
10 9.67165e-10
11 1.21016e-10
