# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157085
3 0.00195178
4 0.000247134
5 3.06836e-05
6 3.88244e-06
7 4.78992e-07
8 6.14031e-08
9 7.49897e-09
10 9.61604e-10
11 1.24337e-10
