# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157099
3 0.0019597
4 0.000246624
5 3.09051e-05
6 3.89501e-06
7 4.79059e-07
8 5.98964e-08
9 7.45461e-09
10 9.60357e-10
11 1.17139e-10
