# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015742
3 0.0019746
4 0.000250111
5 3.14848e-05
6 3.85667e-06
7 4.84198e-07
8 6.22905e-08
9 7.64742e-09
10 9.71921e-10
11 1.26875e-10
