# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157296
3 0.00197998
4 0.000245634
5 3.1124e-05
6 3.87427e-06
7 4.91964e-07
8 6.2315e-08
9 7.79047e-09
10 9.48526e-10
11 1.23002e-10
