# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157683
3 0.00198881
4 0.000248689
5 3.12575e-05
6 3.91764e-06
7 5.02225e-07
8 6.11348e-08
9 7.58759e-09
10 9.36922e-10
11 1.16419e-10
