# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157198
3 0.001981
4 0.000246712
5 3.11582e-05
6 3.86123e-06
7 4.92345e-07
8 6.19585e-08
9 7.85561e-09
10 9.76376e-10
11 1.2214e-10
