# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156592
3 0.00198347
4 0.000246896
5 3.12264e-05
6 3.86611e-06
7 4.74705e-07
8 6.06524e-08
9 7.53257e-09
10 9.47098e-10
11 1.18228e-10
