# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158469
3 0.00198905
4 0.000248718
5 3.13752e-05
6 3.9665e-06
7 4.92852e-07
8 6.15023e-08
9 7.72771e-09
10 1.01488e-09
11 1.18865e-10
