# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157819
3 0.00197704
4 0.000249469
5 3.11604e-05
6 3.92601e-06
7 4.89541e-07
8 6.1667e-08
9 7.63331e-09
10 9.83984e-10
11 1.22866e-10
