# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156983
3 0.00196212
4 0.000246497
5 3.0878e-05
6 3.87565e-06
7 4.81957e-07
8 6.03453e-08
9 7.25737e-09
10 9.54423e-10
11 1.2119e-10
