# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157384
3 0.0019656
4 0.000245216
5 3.11395e-05
6 3.92152e-06
7 4.83336e-07
8 6.01789e-08
9 7.59938e-09
10 9.99497e-10
11 1.19295e-10
