# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157756
3 0.00197546
4 0.000246705
5 3.09195e-05
6 3.87124e-06
7 4.86148e-07
8 6.20827e-08
9 7.68533e-09
10 9.73274e-10
11 1.18774e-10
