# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157415
3 0.00195456
4 0.00024729
5 3.06836e-05
6 3.83942e-06
7 4.90986e-07
8 6.11656e-08
9 7.88451e-09
10 9.64425e-10
11 1.19466e-10
