# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156829
3 0.00197843
4 0.000247858
5 3.07924e-05
6 3.8706e-06
7 4.94868e-07
8 6.10842e-08
9 7.44328e-09
10 9.73127e-10
11 1.20265e-10
