# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0155917
3 0.00194562
4 0.000245028
5 3.07371e-05
6 3.86162e-06
7 4.76634e-07
8 5.99253e-08
9 7.59102e-09
10 9.44212e-10
11 1.196e-10
