# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015843
3 0.00198833
4 0.000249713
5 3.10571e-05
6 3.98334e-06
7 4.94814e-07
8 6.2254e-08
9 8.03057e-09
10 9.72474e-10
11 1.23854e-10
