# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158367
3 0.00197062
4 0.000248484
5 3.05084e-05
6 3.92099e-06
7 4.94131e-07
8 6.05866e-08
9 7.73608e-09
10 9.51894e-10
11 1.20635e-10
