# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156171
3 0.00195491
4 0.000247073
5 3.04603e-05
6 3.82713e-06
7 4.95486e-07
8 5.94782e-08
9 7.52106e-09
10 9.48424e-10
11 1.17564e-10
