# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157351
3 0.00199279
4 0.000248829
5 3.11226e-05
6 3.87335e-06
7 4.93202e-07
8 6.26913e-08
9 7.79569e-09
10 9.98847e-10
11 1.23494e-10
