# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156781
3 0.00198286
4 0.000247774
5 3.09986e-05
6 3.87591e-06
7 5.01001e-07
8 6.11558e-08
9 7.54025e-09
10 9.58877e-10
11 1.2614e-10
