# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158246
3 0.00198612
4 0.00024745
5 3.15581e-05
6 3.91348e-06
7 4.91505e-07
8 6.09301e-08
9 7.68901e-09
10 9.70159e-10
11 1.21153e-10
