# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156759
3 0.00196721
4 0.000244888
5 3.02977e-05
6 3.81022e-06
7 4.87425e-07
8 6.1825e-08
9 7.2847e-09
10 9.56425e-10
11 1.20332e-10
