# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157385
3 0.00197405
4 0.00024713
5 3.12736e-05
6 3.80855e-06
7 4.86735e-07
8 6.02761e-08
9 7.69419e-09
10 9.32021e-10
11 1.19735e-10
