# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157592
3 0.00198966
4 0.00024913
5 3.11499e-05
6 3.84336e-06
7 4.90636e-07
8 5.98239e-08
9 7.58665e-09
10 1.00651e-09
11 1.18925e-10
