# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157547
3 0.00198084
4 0.000248256
5 3.09135e-05
6 3.88216e-06
7 4.90569e-07
8 6.17326e-08
9 7.66421e-09
10 9.97333e-10
11 1.20929e-10
