# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157773
3 0.00196131
4 0.000246689
5 3.10105e-05
6 3.87698e-06
7 4.86741e-07
8 6.02217e-08
9 7.56465e-09
10 9.48963e-10
11 1.24387e-10
