# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158627
3 0.00198289
4 0.00024947
5 3.08549e-05
6 3.89235e-06
7 4.99385e-07
8 6.27687e-08
9 8.01211e-09
10 9.73821e-10
11 1.2196e-10
