# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157717
3 0.00198382
4 0.000246909
5 3.10629e-05
6 3.86862e-06
7 4.91695e-07
8 6.12064e-08
9 7.76458e-09
10 9.49851e-10
11 1.24132e-10
