# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156247
3 0.00196931
4 0.000246977
5 3.08605e-05
6 3.87999e-06
7 4.75878e-07
8 6.14825e-08
9 7.78641e-09
10 9.63675e-10
11 1.22169e-10
