# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156677
3 0.00196451
4 0.000248843
5 3.11653e-05
6 3.91701e-06
7 4.82383e-07
8 6.17145e-08
9 7.98082e-09
10 9.84837e-10
11 1.18026e-10
