# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157528
3 0.00196554
4 0.000245478
5 3.08723e-05
6 3.84711e-06
7 4.8583e-07
8 6.21637e-08
9 7.56878e-09
10 9.22491e-10
11 1.13978e-10
