# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157539
3 0.00196317
4 0.000248223
5 3.10617e-05
6 3.88095e-06
7 4.99051e-07
8 6.24076e-08
9 7.80615e-09
10 9.17801e-10
11 1.21912e-10
