# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157546
3 0.00196484
4 0.000244699
5 3.09396e-05
6 3.91345e-06
7 4.77819e-07
8 5.96837e-08
9 7.48154e-09
10 9.20095e-10
11 1.13999e-10
