# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157317
3 0.00196424
4 0.000243835
5 3.10697e-05
6 3.80946e-06
7 4.86219e-07
8 6.04677e-08
9 7.44928e-09
10 9.57388e-10
11 1.19015e-10
