# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157159
3 0.00198035
4 0.000249741
5 3.1172e-05
6 3.95873e-06
7 4.87008e-07
8 6.10111e-08
9 7.79106e-09
10 9.93427e-10
11 1.19795e-10
