# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157969
3 0.00199319
4 0.000248131
5 3.16172e-05
6 3.92256e-06
7 4.88469e-07
8 6.25204e-08
9 7.75164e-09
10 9.78817e-10
11 1.19642e-10
